c_pc	County Name	Precinct Name	Precinct Code	Region Name	Media Market	Registered Voters	Total Voters	Turnout Percentage
HANCOCK_ACA	Hancock	LIBERTY NW	ACA	Northwest	Toledo	1034	858	0.829787234
HANCOCK_ACB	Hancock	LIBERTY SE	ACB	Northwest	Toledo	1204	784	0.651162791
HANCOCK_ACC	Hancock	LIBERTY SW	ACC	Northwest	Toledo	924	758	0.82034632
HANCOCK_ACD	Hancock	MADISON E	ACD	Northwest	Toledo	676	532	0.786982249
HANCOCK_ACE	Hancock	MADISON W	ACE	Northwest	Toledo	852	687	0.806338028
HANCOCK_ACH	Hancock	MARION S	ACH	Northwest	Toledo	1286	1025	0.797045101
HANCOCK_ACI	Hancock	ORANGE	ACI	Northwest	Toledo	959	768	0.800834202
HANCOCK_ACJ	Hancock	PLEASANT	ACJ	Northwest	Toledo	554	405	0.731046931
HANCOCK_ACK	Hancock	MCCOMB	ACK	Northwest	Toledo	927	628	0.677454153
HANCOCK_ACL	Hancock	PORTAGE	ACL	Northwest	Toledo	523	447	0.854684512
HANCOCK_ACM	Hancock	UNION E	ACM	Northwest	Toledo	596	460	0.771812081
HANCOCK_ACN	Hancock	UNION W	ACN	Northwest	Toledo	603	468	0.776119403
HANCOCK_ACO	Hancock	VAN BUREN	ACO	Northwest	Toledo	686	546	0.795918367
HANCOCK_ACR	Hancock	WASHINGTON	ACR	Northwest	Toledo	1057	802	0.758751183
HANCOCK_ACS	Hancock	MARION N	ACS	Northwest	Toledo	1116	917	0.821684588
HANCOCK_ACU	Hancock	FINDLAY 7A	ACU	Northwest	Toledo	808	597	0.738861386
HANCOCK_ACV	Hancock	FINDLAY 7B	ACV	Northwest	Toledo	740	517	0.698648649
HANCOCK_ACW	Hancock	FINDLAY 7C	ACW	Northwest	Toledo	743	575	0.773889637
HANCOCK_ACX	Hancock	FINDLAY 7D	ACX	Northwest	Toledo	663	473	0.713423831
HANCOCK_ACY	Hancock	FINDLAY 7E	ACY	Northwest	Toledo	631	350	0.554675119
HARDIN_AAA	Hardin	KENTON 1	AAA	Central	Columbus	1204	642	0.533222591
HARDIN_AAD	Hardin	KENTON 2	AAD	Central	Columbus	1536	966	0.62890625
HARDIN_AAG	Hardin	KENTON 3	AAG	Central	Columbus	1212	727	0.599834983
HARDIN_AAJ	Hardin	KENTON 4	AAJ	Central	Columbus	871	440	0.505166475
HARDIN_AAM	Hardin	DUNKIRK / BLANCHARD	AAM	Central	Columbus	910	667	0.732967033
HARDIN_AAN	Hardin	BUCK	AAN	Central	Columbus	486	378	0.777777778
HARDIN_AAO	Hardin	CESSNA	AAO	Central	Columbus	327	261	0.798165138
HARDIN_AAP	Hardin	DUDLEY	AAP	Central	Columbus	567	429	0.756613757
HARDIN_AAQ	Hardin	GOSHEN	AAQ	Central	Columbus	387	313	0.80878553
HARDIN_AAS	Hardin	MOUNT VICTORY / RIDGEWAY / HALE	AAS	Central	Columbus	953	688	0.721930745
HARDIN_AAV	Hardin	FOREST / JACKSON	AAV	Central	Columbus	1220	853	0.699180328
HARDIN_AAX	Hardin	LIBERTY	AAX	Central	Columbus	1205	949	0.787551867
HARDIN_AAZ	Hardin	ADA NORTH	AAZ	Central	Columbus	1127	754	0.669032831
HARDIN_ABB	Hardin	ADA SOUTH	ABB	Central	Columbus	1193	789	0.661357921
HARDIN_ABD	Hardin	LYNN	ABD	Central	Columbus	393	312	0.79389313
HARDIN_ABE	Hardin	ALGER / MCGUFFEY / MARION	ABE	Central	Columbus	1486	1010	0.679676985
HARDIN_ABH	Hardin	MCDONALD	ABH	Central	Columbus	573	455	0.794066318
HARDIN_ABI	Hardin	PLEASANT	ABI	Central	Columbus	1078	840	0.779220779
HARDIN_ABK	Hardin	ROUNDHEAD	ABK	Central	Columbus	455	371	0.815384615
HARDIN_ABL	Hardin	TAYLOR CREEK	ABL	Central	Columbus	353	290	0.821529745
HARDIN_ABM	Hardin	WASHINGTON	ABM	Central	Columbus	499	382	0.765531062
HARRISON_AAA	Harrison	ARCHER TWP	AAA	Southeast	Wheeling	213	155	0.727699531
HARRISON_AAB	Harrison	ATHENS TWP/VIL	AAB	Southeast	Wheeling	357	270	0.756302521
HARRISON_AAE	Harrison	CADIZ TWP/VIL NE	AAE	Southeast	Wheeling	1158	798	0.689119171
HARRISON_AAG	Harrison	CADIZ VIL SW	AAG	Southeast	Wheeling	1178	806	0.684210526
HARRISON_AAL	Harrison	FRANKLIN TWP/VIL	AAL	Southeast	Wheeling	414	327	0.789855072
HARRISON_AAM	Harrison	FREEPORT TWP/VIL	AAM	Southeast	Wheeling	502	366	0.729083665
HARRISON_AAO	Harrison	GERMAN TWP	AAO	Southeast	Wheeling	478	373	0.780334728
HARRISON_AAS	Harrison	GREEN TWP/VIL	AAS	Southeast	Wheeling	1222	890	0.728314239
HARRISON_AAU	Harrison	MONROE TWP/VIL	AAU	Southeast	Wheeling	680	471	0.692647059
HARRISON_AAV	Harrison	MOOREFIELD TWP	AAV	Southeast	Wheeling	273	209	0.765567766
HARRISON_AAX	Harrison	NORTH TWP/VIL	AAX	Southeast	Wheeling	1000	660	0.66
HARRISON_ABA	Harrison	NOTTINGHAM TWP	ABA	Southeast	Wheeling	205	164	0.8
HARRISON_ABB	Harrison	RUMLEY TWP/VIL	ABB	Southeast	Wheeling	890	622	0.698876404
HARRISON_ABF	Harrison	SHORTCREEK TWP/VIL	ABF	Southeast	Wheeling	775	580	0.748387097
HARRISON_ABH	Harrison	STOCK TWP	ABH	Southeast	Wheeling	343	261	0.760932945
HARRISON_ABI	Harrison	WASHINGTON TWP	ABI	Southeast	Wheeling	368	279	0.758152174
HENRY_AAA	Henry	NAPOLEON CITY 1.0	AAA	Northwest	Toledo	822	458	0.557177616
HENRY_AAB	Henry	NAPOLEON CITY 2.0	AAB	Northwest	Toledo	700	439	0.627142857
HENRY_AAC	Henry	NAPOLEON CITY 3.0	AAC	Northwest	Toledo	1090	835	0.766055046
HENRY_AAE	Henry	NAPOLEON CITY 4.0	AAE	Northwest	Toledo	1416	858	0.605932203
HENRY_AAH	Henry	NAPOLEON CITY 5.0	AAH	Northwest	Toledo	1187	793	0.668070767
HENRY_AAI	Henry	NAPOLEON CITY 6.0	AAI	Northwest	Toledo	758	632	0.833773087
HENRY_AAJ	Henry	BARTLOW TWP 8.0	AAJ	Northwest	Toledo	432	342	0.791666667
HENRY_AAK	Henry	DAMASCUS TWP 9.0	AAK	Northwest	Toledo	1187	858	0.722830666
HENRY_AAL	Henry	DESHLER VILLAGE 7.0	AAL	Northwest	Toledo	1111	772	0.694869487
HENRY_AAO	Henry	FLATROCK TWP 10.0	AAO	Northwest	Toledo	868	689	0.793778802
HENRY_AAP	Henry	FREEDOM TWP 11.0	AAP	Northwest	Toledo	663	539	0.812971342
HENRY_AAQ	Henry	HARRISON TWP 12.0	AAQ	Northwest	Toledo	730	589	0.806849315
HENRY_AAS	Henry	HOLGATE VILLAGE 19.0	AAS	Northwest	Toledo	713	463	0.649368864
HENRY_AAT	Henry	LIBERTY TWP 14.0	AAT	Northwest	Toledo	956	761	0.796025105
HENRY_AAV	Henry	LIBERTY CENTER VILLAGE 13.0	AAV	Northwest	Toledo	734	506	0.689373297
HENRY_AAW	Henry	MARION TWP 15.0	AAW	Northwest	Toledo	935	715	0.764705882
HENRY_AAY	Henry	MONROE TWP 16.0	AAY	Northwest	Toledo	768	593	0.772135417
HENRY_ABA	Henry	NAPOLEON EAST TWP 17.0	ABA	Northwest	Toledo	427	341	0.798594848
HENRY_ABB	Henry	NAPOLEON WEST TWP 18.0	ABB	Northwest	Toledo	650	548	0.843076923
HENRY_ABC	Henry	PLEASANT TWP 20.0	ABC	Northwest	Toledo	656	561	0.855182927
HENRY_ABD	Henry	RICHFIELD TWP 21.0	ABD	Northwest	Toledo	467	351	0.751605996
HENRY_ABE	Henry	RIDGEVILLE TWP 22.0	ABE	Northwest	Toledo	794	623	0.784634761
HENRY_ABF	Henry	WASHINGTON TWP 23.0	ABF	Northwest	Toledo	1251	950	0.759392486
HIGHLAND_AAB	Highland	GREENFIELD N	AAB	Southwest	Cincinnati	1199	731	0.609674729
HIGHLAND_AAF	Highland	GREENFIELD S	AAF	Southwest	Cincinnati	1248	643	0.515224359
HIGHLAND_AAI	Highland	HILLSBORO NE	AAI	Southwest	Cincinnati	900	602	0.668888889
HIGHLAND_AAJ	Highland	HILLSBORO NW	AAJ	Southwest	Cincinnati	1340	728	0.543283582
HIGHLAND_AAL	Highland	HILLSBORO SE	AAL	Southwest	Cincinnati	863	499	0.578215527
HIGHLAND_AAN	Highland	HILLSBORO SW-A	AAN	Southwest	Cincinnati	669	457	0.683109118
HIGHLAND_AAO	Highland	HILLSBORO SW-B	AAO	Southwest	Cincinnati	526	385	0.731939163
HIGHLAND_AAQ	Highland	BRUSHCREEK	AAQ	Southwest	Cincinnati	867	600	0.692041522
HIGHLAND_AAS	Highland	CLAY	AAS	Southwest	Cincinnati	1018	698	0.685658153
HIGHLAND_AAT	Highland	CONCORD	AAT	Southwest	Cincinnati	890	667	0.749438202
HIGHLAND_AAU	Highland	DODSON	AAU	Southwest	Cincinnati	735	523	0.711564626
HIGHLAND_AAV	Highland	LYNCHBURG	AAV	Southwest	Cincinnati	975	663	0.68
HIGHLAND_AAX	Highland	FAIRFIELD E	AAX	Southwest	Cincinnati	982	718	0.731160896
HIGHLAND_AAY	Highland	FAIRFIELD W	AAY	Southwest	Cincinnati	522	350	0.670498084
HIGHLAND_AAZ	Highland	LEESBURG	AAZ	Southwest	Cincinnati	789	469	0.594423321
HIGHLAND_ABB	Highland	HAMER	ABB	Southwest	Cincinnati	508	378	0.744094488
HIGHLAND_ABC	Highland	JACKSON	ABC	Southwest	Cincinnati	722	510	0.706371191
HIGHLAND_ABD	Highland	LIBERTY NE	ABD	Southwest	Cincinnati	660	483	0.731818182
HIGHLAND_ABE	Highland	LIBERTY NW	ABE	Southwest	Cincinnati	783	589	0.752234994
HIGHLAND_ABF	Highland	LIBERTY S	ABF	Southwest	Cincinnati	1107	845	0.7633243
HIGHLAND_ABG	Highland	MADISON	ABG	Southwest	Cincinnati	1221	868	0.710892711
HIGHLAND_ABI	Highland	MARSHALL	ABI	Southwest	Cincinnati	692	492	0.710982659
HIGHLAND_ABJ	Highland	NEW MARKET	ABJ	Southwest	Cincinnati	1312	995	0.758384146
HIGHLAND_ABL	Highland	PAINT N	ABL	Southwest	Cincinnati	650	464	0.713846154
HIGHLAND_ABM	Highland	PAINT SE	ABM	Southwest	Cincinnati	840	526	0.626190476
HIGHLAND_ABN	Highland	PAINT SW	ABN	Southwest	Cincinnati	1121	638	0.569134701
HIGHLAND_ABO	Highland	PENN	ABO	Southwest	Cincinnati	967	736	0.761116856
HIGHLAND_ABP	Highland	SALEM	ABP	Southwest	Cincinnati	552	406	0.735507246
HIGHLAND_ABQ	Highland	UNION	ABQ	Southwest	Cincinnati	1268	877	0.691640379
HIGHLAND_ABR	Highland	WASHINGTON	ABR	Southwest	Cincinnati	812	590	0.726600985
HIGHLAND_ABT	Highland	WHITEOAK	ABT	Southwest	Cincinnati	883	639	0.723669309
HOCKING_AAB	Hocking	PRECINCT LOGAN 1	AAB	Central	Columbus	1209	853	0.70554177
HOCKING_AAE	Hocking	PRECINCT LOGAN 2	AAE	Central	Columbus	1157	746	0.644770959
HOCKING_AAG	Hocking	PRECINCT LOGAN 3	AAG	Central	Columbus	1322	901	0.681543116
HOCKING_AAJ	Hocking	PRECINCT LOGAN 4	AAJ	Central	Columbus	1076	735	0.683085502
HOCKING_AAL	Hocking	PRECINCT BENTON	AAL	Central	Columbus	655	431	0.658015267
HOCKING_AAM	Hocking	PRECINCT FALLS 1	AAM	Central	Columbus	452	343	0.758849558
HOCKING_AAN	Hocking	PRECINCT FALLS 2	AAN	Central	Columbus	726	520	0.716253444
HOCKING_AAO	Hocking	PRECINCT FALLS 3	AAO	Central	Columbus	430	340	0.790697674
HOCKING_AAP	Hocking	PRECINCT FALLS 4	AAP	Central	Columbus	688	527	0.765988372
HOCKING_AAQ	Hocking	PRECINCT FALLS 5	AAQ	Central	Columbus	365	274	0.750684932
HOCKING_AAR	Hocking	PRECINCT GOOD HOPE	AAR	Central	Columbus	883	702	0.795016988
HOCKING_AAT	Hocking	PRECINCT GREEN 1	AAT	Central	Columbus	842	605	0.718527316
HOCKING_AAU	Hocking	PRECINCT GREEN 2	AAU	Central	Columbus	718	452	0.629526462
HOCKING_AAV	Hocking	PRECINCT LAUREL	AAV	Central	Columbus	836	631	0.754784689
HOCKING_AAW	Hocking	PRECINCT MARION 1	AAW	Central	Columbus	693	530	0.764790765
HOCKING_AAX	Hocking	PRECINCT MARION 2	AAX	Central	Columbus	522	376	0.720306513
HOCKING_AAY	Hocking	PRECINCT LAURELVILLE	AAY	Central	Columbus	323	203	0.628482972
HOCKING_AAZ	Hocking	PRECINCT PERRY 1	AAZ	Central	Columbus	652	489	0.75
HOCKING_ABA	Hocking	PRECINCT SALTCREEK	ABA	Central	Columbus	696	468	0.672413793
HOCKING_ABB	Hocking	PRECINCT STARR	ABB	Central	Columbus	1018	739	0.725933202
HOCKING_ABD	Hocking	PRECINCT CARBON HILL	ABD	Central	Columbus	544	374	0.6875
HOCKING_ABE	Hocking	PRECINCT MURRAY CITY	ABE	Central	Columbus	314	212	0.675159236
HOCKING_ABF	Hocking	PRECINCT WASHINGTON	ABF	Central	Columbus	802	590	0.735660848
HOCKING_ABG	Hocking	PRECINCT HIDE AWAY HILLS	ABG	Central	Columbus	402	327	0.813432836
HOCKING_ABH	Hocking	PRECINCT PERRY 2	ABH	Central	Columbus	573	397	0.692844677
HOCKING_ABJ	Hocking	PRECINCT WEST LOGAN	ABJ	Central	Columbus	546	338	0.619047619
HOLMES_AAA	Holmes	PRECINCT BERLIN NORTH	AAA	Northeast	Cleveland	868	612	0.705069124
HOLMES_AAB	Holmes	PRECINCT BERLIN SOUTH	AAB	Northeast	Cleveland	745	471	0.632214765
HOLMES_AAC	Holmes	PRECINCT CLARK TOWNSHIP	AAC	Northeast	Cleveland	1067	360	0.337394564
HOLMES_AAD	Holmes	PRECINCT HARDY TOWNSHIP	AAD	Northeast	Cleveland	1345	1038	0.771747212
HOLMES_AAF	Holmes	PRECINCT MILLERSBURG EAST	AAF	Northeast	Cleveland	1280	891	0.69609375
HOLMES_AAH	Holmes	PRECINCT MILLERSBURG WEST	AAH	Northeast	Cleveland	691	412	0.596237337
HOLMES_AAJ	Holmes	PRECINCT KILLBUCK TOWNSHIP	AAJ	Northeast	Cleveland	1190	842	0.707563025
HOLMES_AAL	Holmes	PRECINCT KNOX TOWNSHIP	AAL	Northeast	Cleveland	749	588	0.785046729
HOLMES_AAM	Holmes	PRECINCT MECHANIC TOWNSHIP	AAM	Northeast	Cleveland	1313	828	0.630616908
HOLMES_AAO	Holmes	PRECINCT MONROE TOWNSHIP	AAO	Northeast	Cleveland	952	770	0.808823529
HOLMES_AAP	Holmes	PRECINCT PAINT TOWNSHIP	AAP	Northeast	Cleveland	1358	636	0.468335788
HOLMES_AAR	Holmes	PRECINCT PRAIRIE TOWNSHIP	AAR	Northeast	Cleveland	1167	771	0.66066838
HOLMES_AAT	Holmes	PRECINCT RICHLAND TOWNSHIP	AAT	Northeast	Cleveland	628	458	0.729299363
HOLMES_AAU	Holmes	PRECINCT RIPLEY TOWNSHIP	AAU	Northeast	Cleveland	1091	807	0.739688359
HOLMES_AAW	Holmes	PRECINCT SALTCREEK TOWNSHIP	AAW	Northeast	Cleveland	1199	538	0.448707256
HOLMES_AAX	Holmes	PRECINCT WALNUT CREEK TOWNSHIP	AAX	Northeast	Cleveland	1268	862	0.679810726
HOLMES_AAY	Holmes	PRECINCT WASHINGTON TOWNSHIP	AAY	Northeast	Cleveland	1027	770	0.749756573
HURON_AAA	Huron	BELLEVUE 3	AAA	Northeast	Cleveland	1083	637	0.588180979
HURON_AAD	Huron	BELLEVUE 4	AAD	Northeast	Cleveland	1068	738	0.691011236
HURON_AAG	Huron	NORWALK 1-A	AAG	Northeast	Cleveland	1024	773	0.754882813
HURON_AAH	Huron	NORWALK 1-B	AAH	Northeast	Cleveland	1141	771	0.67572305
HURON_AAI	Huron	NORWALK 1-C	AAI	Northeast	Cleveland	830	522	0.628915663
HURON_AAL	Huron	NORWALK 2-A	AAL	Northeast	Cleveland	968	725	0.748966942
HURON_AAM	Huron	NORWALK 2-B	AAM	Northeast	Cleveland	858	583	0.679487179
HURON_AAN	Huron	NORWALK 2-C	AAN	Northeast	Cleveland	1037	727	0.701060752
HURON_AAQ	Huron	NORWALK 3-A	AAQ	Northeast	Cleveland	621	347	0.558776167
HURON_AAR	Huron	NORWALK 3-B	AAR	Northeast	Cleveland	764	506	0.662303665
HURON_AAS	Huron	NORWALK 3-C	AAS	Northeast	Cleveland	787	571	0.725540025
HURON_AAV	Huron	NORWALK 4-A	AAV	Northeast	Cleveland	746	420	0.563002681
HURON_AAW	Huron	NORWALK 4-B	AAW	Northeast	Cleveland	713	417	0.584852735
HURON_AAX	Huron	NORWALK 4-C	AAX	Northeast	Cleveland	914	713	0.780087527
HURON_ABA	Huron	WILLARD 1	ABA	Northeast	Cleveland	661	373	0.56429652
HURON_ABC	Huron	WILLARD 2	ABC	Northeast	Cleveland	576	294	0.510416667
HURON_ABE	Huron	WILLARD 3	ABE	Northeast	Cleveland	944	667	0.706567797
HURON_ABG	Huron	WILLARD 4	ABG	Northeast	Cleveland	1005	717	0.713432836
HURON_ABI	Huron	BRONSON TWP 1	ABI	Northeast	Cleveland	611	484	0.792144026
HURON_ABJ	Huron	BRONSON TWP 2	ABJ	Northeast	Cleveland	743	640	0.861372813
HURON_ABK	Huron	CLARKSFIELD TWP	ABK	Northeast	Cleveland	1057	807	0.763481552
HURON_ABL	Huron	FAIRFIELD TWP/VILL	ABL	Northeast	Cleveland	668	510	0.763473054
HURON_ABN	Huron	FITCHVILLE TWP	ABN	Northeast	Cleveland	693	517	0.746031746
HURON_ABO	Huron	GREENFIELD TWP	ABO	Northeast	Cleveland	989	808	0.816986855
HURON_ABP	Huron	GREENWICH TWP	ABP	Northeast	Cleveland	511	350	0.684931507
HURON_ABQ	Huron	GREENWICH VILLAGE	ABQ	Northeast	Cleveland	845	580	0.686390533
HURON_ABS	Huron	HARTLAND TWP	ABS	Northeast	Cleveland	655	484	0.738931298
HURON_ABT	Huron	LYME TWP	ABT	Northeast	Cleveland	647	523	0.808346213
HURON_ABU	Huron	NEW HAVEN TWP	ABU	Northeast	Cleveland	1034	741	0.716634429
HURON_ABW	Huron	PLYMOUTH VILLAGE	ABW	Northeast	Cleveland	462	274	0.593073593
HURON_ABX	Huron	NEW LONDON TWP	ABX	Northeast	Cleveland	573	465	0.811518325
HURON_ABY	Huron	NEW LONDON VILL 1	ABY	Northeast	Cleveland	685	417	0.608759124
HURON_ABZ	Huron	NEW LONDON VILL 2	ABZ	Northeast	Cleveland	704	509	0.723011364
HURON_ACB	Huron	NORWALK TWP NORTH	ACB	Northeast	Cleveland	969	664	0.685242518
HURON_ACC	Huron	NORWALK-MILAN TWP	ACC	Northeast	Cleveland	767	534	0.696219035
HURON_ACD	Huron	NORWALK TWP SOUTH	ACD	Northeast	Cleveland	441	361	0.818594104
HURON_ACE	Huron	NORWICH TWP	ACE	Northeast	Cleveland	701	512	0.730385164
HURON_ACF	Huron	PERU TWP	ACF	Northeast	Cleveland	725	595	0.820689655
HURON_ACG	Huron	RICHMOND TWP	ACG	Northeast	Cleveland	621	453	0.729468599
HURON_ACH	Huron	RIDGEFIELD TWP	ACH	Northeast	Cleveland	630	522	0.828571429
HURON_ACI	Huron	MONROEVILLE VILLAGE	ACI	Northeast	Cleveland	786	543	0.690839695
HURON_ACK	Huron	RIPLEY TWP	ACK	Northeast	Cleveland	474	361	0.761603376
HURON_ACL	Huron	SHERMAN TWP	ACL	Northeast	Cleveland	328	266	0.81097561
HURON_ACM	Huron	TOWNSEND TWP	ACM	Northeast	Cleveland	1065	799	0.750234742
HURON_ACO	Huron	WAKEMAN TWP	ACO	Northeast	Cleveland	968	672	0.694214876
HURON_ACQ	Huron	WAKEMAN VILLAGE	ACQ	Northeast	Cleveland	640	451	0.7046875
JACKSON_AAA	Jackson	PRECINCT JACKSON 1-A	AAA	Southeast	Charleston	1179	829	0.703138253
JACKSON_AAC	Jackson	PRECINCT JACKSON 2-A	AAC	Southeast	Charleston	953	567	0.594963274
JACKSON_AAE	Jackson	PRECINCT JACKSON 3-A	AAE	Southeast	Charleston	910	551	0.605494505
JACKSON_AAG	Jackson	PRECINCT JACKSON 4-A	AAG	Southeast	Charleston	1023	709	0.693059629
JACKSON_AAJ	Jackson	PRECINCT WELLSTON 1-A	AAJ	Southeast	Charleston	654	429	0.655963303
JACKSON_AAL	Jackson	PRECINCT WELLSTON 2-A	AAL	Southeast	Charleston	635	337	0.530708661
JACKSON_AAM	Jackson	PRECINCT WELLSTON 2-B	AAM	Southeast	Charleston	742	490	0.660377358
JACKSON_AAO	Jackson	PRECINCT WELLSTON 3-A	AAO	Southeast	Charleston	520	301	0.578846154
JACKSON_AAQ	Jackson	PRECINCT WELLSTON 4-A	AAQ	Southeast	Charleston	883	534	0.604756512
JACKSON_AAS	Jackson	PRECINCT BLOOMFIELD	AAS	Southeast	Charleston	775	515	0.664516129
JACKSON_AAT	Jackson	PRECINCT COAL II	AAT	Southeast	Charleston	916	597	0.651746725
JACKSON_AAV	Jackson	PRECINCT COAL I	AAV	Southeast	Charleston	352	212	0.602272727
JACKSON_AAW	Jackson	PRECINCT FRANKLIN II	AAW	Southeast	Charleston	652	483	0.740797546
JACKSON_AAX	Jackson	PRECINCT HAMILTON	AAX	Southeast	Charleston	365	262	0.717808219
JACKSON_AAY	Jackson	PRECINCT JACKSON	AAY	Southeast	Charleston	845	590	0.698224852
JACKSON_AAZ	Jackson	PRECINCT JEFFERSON I	AAZ	Southeast	Charleston	718	423	0.58913649
JACKSON_ABA	Jackson	PRECINCT JEFFERSON II	ABA	Southeast	Charleston	923	540	0.585048754
JACKSON_ABB	Jackson	PRECINCT OAK HILL II	ABB	Southeast	Charleston	609	367	0.602627258
JACKSON_ABC	Jackson	PRECINCT LIBERTY II	ABC	Southeast	Charleston	793	581	0.732660782
JACKSON_ABD	Jackson	PRECINCT LICK I	ABD	Southeast	Charleston	983	673	0.684638861
JACKSON_ABE	Jackson	PRECINCT LICK II	ABE	Southeast	Charleston	720	517	0.718055556
JACKSON_ABG	Jackson	PRECINCT MADISON I	ABG	Southeast	Charleston	473	302	0.638477801
JACKSON_ABH	Jackson	PRECINCT MADISON II	ABH	Southeast	Charleston	588	371	0.630952381
JACKSON_ABI	Jackson	PRECINCT OAK HILL I	ABI	Southeast	Charleston	392	236	0.602040816
JACKSON_ABJ	Jackson	PRECINCT MILTON I	ABJ	Southeast	Charleston	752	502	0.667553191
JACKSON_ABM	Jackson	PRECINCT SCIOTO II	ABM	Southeast	Charleston	571	374	0.654991243
JACKSON_ABN	Jackson	PRECINCT WASHINGTON	ABN	Southeast	Charleston	519	350	0.674373796
JACKSON_ABO	Jackson	PRECINCT FRANKLIN I	ABO	Southeast	Charleston	758	587	0.774406332
JACKSON_ABP	Jackson	PRECINCT LIBERTY I	ABP	Southeast	Charleston	473	321	0.678646934
JACKSON_ABQ	Jackson	PRECINCT SCIOTO I	ABQ	Southeast	Charleston	559	401	0.717352415
JEFFERSON_AAA	Jefferson	PRECINCT STEUBENVILLE 1-1	AAA	Southeast	Wheeling	858	431	0.502331002
JEFFERSON_AAB	Jefferson	PRECINCT STEUBENVILLE 1-2	AAB	Southeast	Wheeling	813	356	0.437884379
JEFFERSON_AAE	Jefferson	PRECINCT STEUBENVILLE 2-1	AAE	Southeast	Wheeling	1080	557	0.515740741
JEFFERSON_AAF	Jefferson	PRECINCT STEUBENVILLE 2-2	AAF	Southeast	Wheeling	1047	710	0.678127985
JEFFERSON_AAI	Jefferson	PRECINCT STEUBENVILLE 3-1	AAI	Southeast	Wheeling	1181	622	0.526672312
JEFFERSON_AAJ	Jefferson	PRECINCT STEUBENVILLE 3-2	AAJ	Southeast	Wheeling	993	723	0.728096677
JEFFERSON_AAM	Jefferson	PRECINCT STEUBENVILLE 4-1	AAM	Southeast	Wheeling	853	402	0.471277843
JEFFERSON_AAN	Jefferson	PRECINCT STEUBENVILLE 4-2	AAN	Southeast	Wheeling	1143	424	0.370953631
JEFFERSON_AAQ	Jefferson	PRECINCT STEUBENVILLE 5-1	AAQ	Southeast	Wheeling	809	593	0.733003708
JEFFERSON_AAR	Jefferson	PRECINCT STEUBENVILLE 5-2	AAR	Southeast	Wheeling	892	642	0.719730942
JEFFERSON_AAS	Jefferson	PRECINCT STEUBENVILLE 5-3	AAS	Southeast	Wheeling	764	567	0.742146597
JEFFERSON_AAU	Jefferson	PRECINCT STEUBENVILLE 6-1	AAU	Southeast	Wheeling	810	577	0.712345679
JEFFERSON_AAV	Jefferson	PRECINCT STEUBENVILLE 6-2	AAV	Southeast	Wheeling	859	682	0.793946449
JEFFERSON_AAW	Jefferson	PRECINCT STEUBENVILLE 6-3	AAW	Southeast	Wheeling	899	657	0.730812013
JEFFERSON_ABA	Jefferson	PRECINCT TORONTO 1-A	ABA	Southeast	Wheeling	1004	715	0.712151394
JEFFERSON_ABC	Jefferson	PRECINCT TORONTO 2-A	ABC	Southeast	Wheeling	875	659	0.753142857
JEFFERSON_ABE	Jefferson	PRECINCT TORONTO 3-A	ABE	Southeast	Wheeling	970	609	0.627835052
JEFFERSON_ABG	Jefferson	PRECINCT TORONTO 4-A	ABG	Southeast	Wheeling	838	516	0.61575179
JEFFERSON_ABI	Jefferson	PRECINCT BRUSH CREEK	ABI	Southeast	Wheeling	292	228	0.780821918
JEFFERSON_ABJ	Jefferson	PRECINCT BANTAM RIDGE	ABJ	Southeast	Wheeling	1091	858	0.786434464
JEFFERSON_ABL	Jefferson	PRECINCT BRENTWOOD	ABL	Southeast	Wheeling	728	568	0.78021978
JEFFERSON_ABM	Jefferson	PRECINCT CROSS CREEK	ABM	Southeast	Wheeling	1003	706	0.703888335
JEFFERSON_ABO	Jefferson	PRECINCT NEW ALEXANDRIA	ABO	Southeast	Wheeling	168	123	0.732142857
JEFFERSON_ABS	Jefferson	PRECINCT WEST PARK	ABS	Southeast	Wheeling	867	615	0.709342561
JEFFERSON_ABT	Jefferson	PRECINCT WINTERSVILLE A	ABT	Southeast	Wheeling	884	648	0.733031674
JEFFERSON_ABU	Jefferson	PRECINCT WINTERSVILLE B	ABU	Southeast	Wheeling	774	580	0.749354005
JEFFERSON_ABV	Jefferson	PRECINCT WINTERSVILLE C	ABV	Southeast	Wheeling	516	379	0.734496124
JEFFERSON_ABY	Jefferson	PRECINCT ISLAND CREEK	ABY	Southeast	Wheeling	686	536	0.781341108
JEFFERSON_ABZ	Jefferson	PRECINCT MT TABOR	ABZ	Southeast	Wheeling	546	442	0.80952381
JEFFERSON_ACA	Jefferson	PRECINCT PLEASANT HILL 1	ACA	Southeast	Wheeling	776	596	0.768041237
JEFFERSON_ACB	Jefferson	PRECINCT PLEASANT HILL 2	ACB	Southeast	Wheeling	881	653	0.741203178
JEFFERSON_ACE	Jefferson	PRECINCT TWO RIDGE	ACE	Southeast	Wheeling	738	440	0.596205962
JEFFERSON_ACF	Jefferson	PRECINCT WELSMAR	ACF	Southeast	Wheeling	289	204	0.705882353
JEFFERSON_ACH	Jefferson	PRECINCT WINTRINGER	ACH	Southeast	Wheeling	401	261	0.650872818
JEFFERSON_ACI	Jefferson	PRECINCT WINTERSVILLE D	ACI	Southeast	Wheeling	728	531	0.729395604
JEFFERSON_ACK	Jefferson	PRECINCT EMPIRE	ACK	Southeast	Wheeling	181	105	0.580110497
